日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替
2023-01-07,payment,食費,食料品,-,-,年1月7日はJ13i44#000011,,業務スーパー　リカーキング府中本宿店,JPY,0,6596,0
2023-01-05,payment,食費,食料品,現金,-,大介支払い,,オーケー　西国分寺店,JPY,0,-160,0
2023-01-05,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,41,0
2023-01-05,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-12,0
2023-01-05,payment,食費,食料品,現金,-,ニッシンシルナシタンタンメンオオモリ,,オーケー　西国分寺店,JPY,0,152,0
2023-01-05,payment,食費,食料品,現金,-,ロッテソウプリン1コ,,オーケー　西国分寺店,JPY,0,90,0
2023-01-05,payment,食費,食料品,現金,-,MOW(モウ)バニラ140ml,,オーケー　西国分寺店,JPY,0,90,0
2023-01-05,payment,食費,食料品,現金,-,ホクトエリンギ,,オーケー　西国分寺店,JPY,0,98,0
2023-01-05,payment,食費,食料品,現金,-,ハクサイ,,オーケー　西国分寺店,JPY,0,98,0
2022-12-29,payment,エンタメ,イベント,-,-,,銀座グランラウンジ,,JPY,0,10000,0
2022-12-29,payment,食費,食料品,-,-,不明,,,JPY,0,-11,0
2022-12-29,payment,食費,食料品,-,-,(10%内鰍撞顕,,,JPY,0,11,0
2022-12-29,payment,食費,食料品,-,-,ワンタッチオイルボトル,,,JPY,0,110,0
2022-12-28,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,14,0
2022-12-28,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,178,0
2022-12-27,payment,食費,食料品,-,-,大介支払い,,,JPY,0,-400,0
2022-12-27,payment,食費,食料品,-,-,外税,,,JPY,0,212,0
2022-12-27,payment,食費,食料品,-,-,コクサンワカドリムネニク1マイ,,,JPY,0,999,0
2022-12-27,payment,食費,食料品,-,-,ニッシンショクヒンニッシンチュウカビャ,,,JPY,0,358,0
2022-12-27,payment,食費,食料品,-,-,ヒガシイバラキサンコシ,,,JPY,0,1299,0
2022-12-25,payment,エンタメ,イベント,-,-,不明,,,JPY,0,355,0
2022-12-25,payment,エンタメ,イベント,-,-,MOチェダーヌライス,,,JPY,0,18,0
2022-12-25,payment,エンタメ,イベント,-,-,クンセイベビー,,,JPY,0,95,0
2022-12-25,payment,エンタメ,イベント,-,-,アヒージ薔ベビー,,,JPY,0,95,0
2022-12-25,payment,エンタメ,イベント,-,-,Sパリジャ),,,JPY,0,15,0
2022-12-25,payment,エンタメ,イベント,-,-,不明,,株式会社せきや　小売部代表,JPY,0,-246,0
2022-12-25,payment,エンタメ,イベント,-,-,LUSCIOUSHOTAPPL,,株式会社せきや　小売部代表,JPY,0,1526,0
2022-12-25,payment,エンタメ,イベント,-,-,不明,,,JPY,0,686,0
2022-12-25,payment,エンタメ,イベント,-,-,外税,,,JPY,0,39,0
2022-12-25,payment,エンタメ,イベント,-,-,,,,JPY,0,78,0
2022-12-25,payment,エンタメ,イベント,-,-,ポテトキムヂチゲ,,,JPY,0,78,0
2022-12-25,payment,エンタメ,イベント,-,-,割引,,,JPY,0,-215,0
2022-12-25,payment,エンタメ,イベント,-,-,割引,,,JPY,0,-128,0
2022-12-22,payment,エンタメ,イベント,-,-,ドミノピザ,,ドミノ・ピザ　国分寺・富士本店,JPY,0,2969,0
2022-12-20,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,61,0
2022-12-20,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-18,0
2022-12-20,payment,食費,食料品,現金,-,ハウスコクマロチュウカラ140g,,オーケー　西国分寺店,JPY,0,112,0
2022-12-20,payment,食費,食料品,現金,-,グリコクレアクリームシチュー,,オーケー　西国分寺店,JPY,0,118,0
2022-12-20,payment,食費,食料品,現金,-,MOW(モウ)バニラ140ml,,オーケー　西国分寺店,JPY,0,90,0
2022-12-20,payment,食費,食料品,現金,-,メイジエッセルチョコクッキー200ml,,オーケー　西国分寺店,JPY,0,90,0
2022-12-20,payment,食費,食料品,現金,-,グリコボクジョウシボリトカチアス,,オーケー　西国分寺店,JPY,0,180,0
2022-12-20,payment,食費,食料品,現金,-,コンドウグレープゼリー3P,,オーケー　西国分寺店,JPY,0,64,0
2022-12-20,payment,食費,食料品,現金,-,サントリーグリーンダカラ2L,,オーケー　西国分寺店,JPY,0,131,0
2022-12-20,payment,医療・保険,その他,-,-,不明,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,225,0
2022-12-20,payment,医療・保険,その他,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,24,0
2022-12-20,payment,医療・保険,その他,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,37,0
2022-12-20,payment,医療・保険,その他,-,-,A@籠角敦ののどすっきり飴,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,198,0
2022-12-20,payment,医療・保険,その他,-,-,トモヱ乳業北海道プレー,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,105,0
2022-12-20,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,168,0
2022-12-20,payment,医療・保険,その他,-,-,おでこ冷却シート大人用R,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,24,0
2022-12-19,payment,医療・保険,その他,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,52,0
2022-12-19,payment,医療・保険,その他,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,26,0
2022-12-19,payment,医療・保険,その他,-,-,龍角散ののどすっきり飴,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,198,0
2022-12-19,payment,医療・保険,その他,-,-,Aアクエリアス2L,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,138,0
2022-12-19,payment,医療・保険,その他,-,-,割引,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,-58,0
2022-12-19,payment,医療・保険,その他,-,-,龍角散ダイレクトミント,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,578,0
2022-12-19,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,29,0
2022-12-19,payment,食費,食料品,-,-,o昭和ホットケーキミックス,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,118,0
2022-12-19,payment,食費,食料品,-,-,oトモヱ乳東北海道プレー,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,105,0
2022-12-19,payment,食費,食料品,-,-,o森永あじわい便り1000,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,148,0
2022-12-18,transfer,,,住信 SBI ネット銀行 代表口座,現金,,,,JPY,0,0,5000
2022-12-18,payment,日用雑貨,消耗品,-,-,不明,,,JPY,0,330,0
2022-12-18,payment,日用雑貨,消耗品,-,-,抗薔レンジフードフィルタ,,,JPY,0,110,0
2022-12-18,payment,日用雑貨,消耗品,-,-,冷凍庫用フリーザースタン,,,JPY,0,110,0
2022-12-18,payment,日用雑貨,消耗品,-,-,實Ahツカー(椙7.4X,,,JPY,0,110,0
2022-12-17,payment,食費,食料品,現金,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,-274,0
2022-12-17,payment,食費,食料品,現金,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,44,0
2022-12-17,payment,食費,食料品,現金,-,2情篇・23),,業務スーパー　リカーキング府中本宿店,JPY,0,556,0
2022-12-17,payment,食費,食料品,現金,-,タ楮1食焼菌管ば,,業務スーパー　リカーキング府中本宿店,JPY,0,46,0
2022-12-17,payment,食費,食料品,現金,-,田中,,業務スーパー　リカーキング府中本宿店,JPY,0,228,0
2022-12-17,payment,食費,食料品,現金,-,不明,,ロピア,JPY,0,57,0
2022-12-17,payment,食費,食料品,現金,-,外!顧10,,ロピア,JPY,0,29,0
2022-12-17,payment,食費,食料品,現金,-,―――――ーーーー,,ロピア,JPY,0,23,0
2022-12-17,payment,食費,食料品,現金,-,('′′csウケツミヤギイチゴモウイッュ,,ロピア,JPY,0,198,0
2022-12-17,payment,食費,食料品,現金,-,lo'%リンヒIウケツヒ・ノ・)ワール350MIW,,ロピア,JPY,0,99,0
2022-12-17,payment,食費,食料品,現金,-,lリナガニュウキ・lウHDW)ウt1コレー,,ロピア,JPY,0,82,0
2022-12-17,payment,食費,食料品,現金,-,1連:,,ロピア,JPY,0,45,0
2022-12-17,payment,食費,食料品,現金,-,99%15gq錬械15横,,ロピア,JPY,0,9,0
2022-12-16,payment,通信,インターネット関連費,-,-,,ニューロ光,,JPY,0,5216,0
2022-12-12,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,14,0
2022-12-12,payment,食費,食料品,-,-,絹とうふ3,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,29,0
2022-12-12,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,158,0
2022-12-12,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,57,0
2022-12-12,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-20,0
2022-12-12,payment,食費,食料品,現金,-,ロッテソウプリン1コ,,オーケー　西国分寺店,JPY,0,180,0
2022-12-12,payment,食費,食料品,現金,-,ホクトエリンギ,,オーケー　西国分寺店,JPY,0,78,0
2022-12-12,payment,食費,食料品,現金,-,オイリオサラダアブラ1500g,,オーケー　西国分寺店,JPY,0,485,0
2022-12-11,payment,日用雑貨,消耗品,-,-,,,Amazon,JPY,0,1527,0
2022-12-11,payment,日用雑貨,消耗品,-,-,割引,,株式会社サンドラッグ　国分寺本町店,JPY,0,-61,0
2022-12-11,payment,日用雑貨,消耗品,-,-,キレイキレイ泡特大増量#,,株式会社サンドラッグ　国分寺本町店,JPY,0,401,0
2022-12-11,payment,日用雑貨,消耗品,-,-,ミルキィシトラス詰替,,株式会社サンドラッグ　国分寺本町店,JPY,0,184,0
2022-12-11,payment,日用雑貨,消耗品,-,-,液体BLおくだけお試し,,株式会社サンドラッグ　国分寺本町店,JPY,0,184,0
2022-12-11,payment,日用雑貨,消耗品,-,-,割引,,株式会社サンドラッグ　国分寺本町店,JPY,0,-83,0
2022-12-11,payment,日用雑貨,消耗品,-,-,BCいちごすみっコ,,株式会社サンドラッグ　国分寺本町店,JPY,0,547,0
2022-12-11,payment,日用雑貨,消耗品,-,-,外税,,西友　国分寺食品館,JPY,0,61,0
2022-12-11,payment,日用雑貨,消耗品,-,-,"04KK|イレ,|s",,西友　国分寺食品館,JPY,0,268,0
2022-12-11,payment,日用雑貨,消耗品,-,-,"04KKウxs)トティ,シ",,西友　国分寺食品館,JPY,0,98,0
2022-12-11,payment,日用雑貨,消耗品,-,-,"04ソフトパ,クティ,h",,西友　国分寺食品館,JPY,0,248,0
2022-12-10,payment,日用雑貨,消耗品,-,-,外税,,,JPY,0,69,0
2022-12-10,payment,日用雑貨,消耗品,-,-,ハトムギVCケショウスイ,,,JPY,0,698,0
2022-12-10,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　武蔵小金井長崎屋店,JPY,0,-33,0
2022-12-10,payment,日用雑貨,消耗品,-,-,アジエンスしっとりSP替,,サンドラッグ　武蔵小金井長崎屋店,JPY,0,217,0
2022-12-10,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　武蔵小金井長崎屋店,JPY,0,-23,0
2022-12-10,payment,日用雑貨,消耗品,-,-,クリニカマイルドMタテ型,,サンドラッグ　武蔵小金井長崎屋店,JPY,0,151,0
2022-12-08,payment,水道・光熱,ガス料金,-,-,,,エナジーダイレクト,JPY,0,3895,0
2022-12-08,transfer,,,住信 SBI ネット銀行 代表口座,現金,,,,JPY,0,0,325
2022-12-08,payment,食費,食料品,-,-,,325円かなこ払い,,JPY,0,100,0
2022-12-04,payment,食費,食料品,現金,-,サン[リーホロヨイイチゴスパークリング,,,JPY,0,95,0
2022-12-04,payment,食費,食料品,現金,-,アジノモトナベキューブノウコウパ,,,JPY,0,199,0
2022-12-04,payment,日用雑貨,消耗品,-,-,不明,,,JPY,0,110,0
2022-12-04,payment,日用雑貨,消耗品,-,-,すきまテープ(5m),,,JPY,0,110,0
2022-12-04,payment,日用雑貨,消耗品,-,-,割引,,株式会社サンドラッグ　国分寺本町店,JPY,0,-33,0
2022-12-04,payment,日用雑貨,消耗品,-,-,アジエンスしっとりCD替,,株式会社サンドラッグ　国分寺本町店,JPY,0,217,0
2022-12-04,payment,日用雑貨,消耗品,-,-,外税,,西友　国分寺食品館,JPY,0,18,0
2022-12-04,payment,日用雑貨,消耗品,-,-,04ゾ磯キンウェット,,西友　国分寺食品館,JPY,0,189,0
2022-12-02,payment,日用雑貨,消耗品,-,-,不明,,,JPY,0,220,0
2022-12-02,payment,日用雑貨,消耗品,-,-,ジョイントブレートラック,,,JPY,0,220,0
2022-12-02,payment,日用雑貨,消耗品,-,-,洗濯ネット(角型、ロゴ、,,,JPY,0,110,0
2022-12-01,payment,食費,食料品,-,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,265,0
2022-12-01,payment,食費,食料品,-,-,趨顕應必,,業務スーパー　リカーキング府中本宿店,JPY,0,1,0
2022-12-01,payment,食費,食料品,-,-,到ヨ亘辺ん造く南国駈紐,,業務スーパー　リカーキング府中本宿店,JPY,0,1,0
2022-12-01,payment,食費,食料品,現金,-,大介支払い,,ロピア,JPY,0,-850,0
2022-12-01,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,138,0
2022-12-01,payment,食費,食料品,現金,-,タネ8コバヤシサンチノオニギ9エビテンムス,,ロピア,JPY,0,250,0
2022-12-01,payment,食費,食料品,現金,-,コクサンワカドリムネニク1マイ,,ロピア,JPY,0,690,0
2022-12-01,payment,食費,食料品,現金,-,ニッシンショクヒンレイトウニッシンノタイワ,,ロピア,JPY,0,144,0
2022-12-01,payment,食費,食料品,現金,-,メイジスーパーカップ朴ナラベル,,ロピア,JPY,0,198,0
2022-12-01,payment,食費,食料品,現金,-,タネ8メイジエッセルスーパーカップコウチャ,,ロピア,JPY,0,246,0
2022-12-01,payment,食費,食料品,現金,-,タネ8カッポウシロダシ500mi,,ロピア,JPY,0,199,0
2022-11-30,payment,日用雑貨,消耗品,-,-,不明,,サンドラッグ　国立店,JPY,0,263,0
2022-11-30,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　国立店,JPY,0,-4,0
2022-11-30,payment,通信,インターネット関連費,-,-,,,,JPY,0,5216,0
2022-11-26,payment,日用雑貨,消耗品,-,-,,,,JPY,0,330,0
2022-11-26,payment,食費,食料品,-,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,-10,0
2022-11-26,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,120,0
2022-11-26,payment,食費,食料品,-,-,焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,46,0
2022-11-26,payment,食費,食料品,-,-,緑の小粒納豆,,業務スーパー　リカーキング府中本宿店,JPY,0,42,0
2022-11-26,payment,食費,食料品,-,-,ふりかけるちーず,,業務スーパー　リカーキング府中本宿店,JPY,0,268,0
2022-11-26,payment,食費,食料品,-,-,黒蜜180g,,業務スーパー　リカーキング府中本宿店,JPY,0,118,0
2022-11-26,payment,食費,食料品,-,-,純粋はちみつ1k,,業務スーパー　リカーキング府中本宿店,JPY,0,438,0
2022-11-26,payment,食費,食料品,-,-,GS黒いりごま,,業務スーパー　リカーキング府中本宿店,JPY,0,88,0
2022-11-26,payment,食費,食料品,-,-,神戸シェフマヨネ,,業務スーパー　リカーキング府中本宿店,JPY,0,158,0
2022-11-26,payment,食費,食料品,-,-,GSトマトケチ,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2022-11-26,payment,食費,食料品,-,-,ハチ荒挽こしょう,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2022-11-26,payment,食費,食料品,-,-,ハチ食品七味,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2022-11-25,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,43,0
2022-11-25,payment,食費,食料品,-,-,細とうふ3,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,29,0
2022-11-25,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,158,0
2022-11-25,payment,食費,食料品,-,-,昭和ホットケーキミックス,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,108,0
2022-11-25,payment,食費,食料品,-,-,ウィルフィリピン産バナ,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2022-11-25,payment,食費,食料品,-,-,森永あじわい便り1000,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,148,0
2022-11-15,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,14,0
2022-11-15,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,158,0
2022-11-15,payment,食費,食料品,-,-,ヤシマ食品絹とうふ3,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,29,0
2022-11-15,payment,日用雑貨,消耗品,-,-,課ミ袋45L半透明Z,,ダイソー,JPY,0,110,0
2022-11-13,payment,日用雑貨,消耗品,-,-,外税,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,20,0
2022-11-13,payment,日用雑貨,消耗品,-,-,のびのびキャンディボディ洗いN,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
2022-11-13,payment,日用雑貨,消耗品,-,-,スバイラルデザートグラヌオーロ,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
